name,subindustry,batch,Location1,Year,status,success
Dex,Consumer -> Home and Personal,S19,Remote,19,Active,Ongoing
PopSQL,"B2B Software and Services -> Engineering, Product and Design",S19,Remote,19,Active,Ongoing
Playground AI,Consumer -> Home and Personal,S19,Remote,19,Active,Ongoing
Prenda,Education,S19,Remote,19,Active,Ongoing
Path,Financial Technology -> Consumer Finance,S19,"New York, NY, USA",19,Active,Ongoing
Together Software,B2B Software and Services -> Human Resources,S19,"Toronto, ON, Canada",19,Active,Ongoing
Beacons,Consumer -> Social,S19,"San Francisco, CA, USA",19,Active,Ongoing
Zippi,Financial Technology -> Credit and Lending,S19,Remote,19,Active,Ongoing
Wren,Industrials -> Climate,S19,Remote,19,Active,Ongoing
Forward,B2B Software and Services,S19,"New York, NY, USA",19,Active,Ongoing
Swadesh,Financial Technology -> Consumer Finance,S19,"New York, NY, USA",19,Active,Ongoing
Business Score,B2B Software and Services -> Operations,S19,"London, England, United Kingdom",19,Acquired,Exited
MyPetrolPump,B2B Software and Services -> Supply Chain and Logistics,S19,"Bengaluru, KA, India",19,Acquired,Exited
Wingman,B2B Software and Services -> Sales,S19,"Bengaluru, KA, India",19,Acquired,Exited
Data Mechanics,B2B Software and Services -> Infrastructure,S19,"Paris, ÃŽle-de-France, France",19,Acquired,Exited
Bouncer,"B2B Software and Services -> Engineering, Product and Design",S19,"Oakland, CA, USA",19,Acquired,Exited
FeaturePeek,"B2B Software and Services -> Engineering, Product and Design",S19,Remote,19,Acquired,Exited
TaxProper,Real Estate and Construction,S19,"Chicago, IL, USA",19,Acquired,Exited
Sable,Financial Technology -> Consumer Finance,S19,"New York, NY, USA",19,Acquired,Exited
Voyage Biomedical,Healthcare -> Medical Devices,S19,"Berkeley, CA, USA",19,Acquired,Exited
Bayes,"B2B Software and Services -> Engineering, Product and Design",S19,"San Francisco, CA, USA",19,Acquired,Exited
Palifer,Industrials -> Automotive,S19,"San Jose, CA, USA",19,Acquired,Exited
Covela,Financial Technology -> Insurance,S19,"Mexico City, CDMX, Mexico",19,Inactive,Inactive
Valiu,Financial Technology -> Payments,S19,Remote,19,Inactive,Inactive
Mipos.dev,B2B Software and Services -> Retail,S19,"Mexico City, CDMX, Mexico",19,Inactive,Inactive
Alana,B2B Software and Services -> Recruiting and Talent,S19,"Mexico City, CDMX, Mexico",19,Inactive,Inactive
Tensil,Industrials -> Manufacturing and Robotics,S19,Remote,19,Inactive,Inactive
Blair,Financial Technology -> Credit and Lending,S19,"San Francisco, CA, USA",19,Inactive,Inactive
Zergo,Healthcare -> Diagnostics,S19,"Waterloo, ON, Canada",19,Inactive,Inactive
Lightwell,"B2B Software and Services -> Engineering, Product and Design",S19,"New York, NY, USA",19,Inactive,Inactive
Revel,Consumer -> Social,S19,Remote,19,Inactive,Inactive
Lantern,B2B Software and Services -> Analytics,S19,Remote,19,Inactive,Inactive
Encepheal Therapeutics,Healthcare -> Therapeutics,S19,"Winston-Salem, NC, USA",19,Inactive,Inactive
Preclusio,B2B Software and Services -> Infrastructure,S19,"Redwood City, CA, USA",19,Inactive,Inactive
Prompt,B2B Software and Services -> Infrastructure,S19,,19,Inactive,Inactive
Souffle Club,Consumer -> Job and Career Services,S19,Remote,19,Inactive,Inactive
ReverCare,B2B Software and Services -> Human Resources,S19,"New York, NY, USA",19,Inactive,Inactive
Hey Healthcare,B2B Software and Services,S19,Remote,19,Inactive,Inactive
Safely Finance,Consumer -> Home and Personal,S19,"Mountain View, CA, USA",19,Inactive,Inactive
Vizy,Consumer -> Transportation Services,S19,"San Francisco, CA, USA",19,Inactive,Inactive
Hutsy,Real Estate and Construction -> Housing and Real Estate,S19,"New York, NY, USA",19,Inactive,Inactive
Fit to Form,Consumer -> Apparel and Cosmetics,S19,"San Francisco, CA, USA",19,Inactive,Inactive
Pippin / Rent the Backyard,Real Estate and Construction -> Housing and Real Estate,S19,"Oakland, CA, USA",19,Inactive,Inactive
Whatnot,Consumer,W20,Remote,20,Active,Ongoing
Airbyte,B2B Software and Services -> Infrastructure,W20,"San Francisco, CA, USA",20,Active,Ongoing
H1,Healthcare -> Healthcare IT,W20,"New York, NY, USA",20,Active,Ongoing
99minutos,B2B Software and Services -> Supply Chain and Logistics,W20,"Santiago, Santiago Metropolitan Region, Chile",20,Active,Ongoing
Yassir,Consumer -> Transportation Services,W20,Algeria,20,Active,Ongoing
Fly.io,B2B Software and Services -> Infrastructure,W20,Remote,20,Active,Ongoing
Karat Financial,Financial Technology -> Credit and Lending,W20,Remote,20,Active,Ongoing
Fondeadora,Financial Technology -> Banking and Exchange,W20,"Mexico City, CDMX, Mexico",20,Active,Ongoing
Ophelia,Healthcare -> Consumer Health and Wellness,W20,"New York, NY, USA",20,Active,Ongoing
TrueNorth,B2B Software and Services -> Supply Chain and Logistics,W20,"San Francisco, CA, USA",20,Active,Ongoing
STARK BANK,Financial Technology -> Banking and Exchange,W20,"SÃ£o Paulo, SP, Brazil",20,Active,Ongoing
Pulley,B2B Software and Services -> Finance and Accounting,W20,"San Francisco, CA, USA",20,Active,Ongoing
Ansa Biotechnologies,Healthcare -> Industrial Bio,W20,"Emeryville, CA, USA",20,Active,Ongoing
Belvo,Financial Technology -> Banking and Exchange,W20,"SÃ£o Paulo, SP, Brazil",20,Active,Ongoing
BeGo,B2B Software and Services -> Supply Chain and Logistics,W20,"San Francisco, CA, USA",20,Active,Ongoing
PostHog,B2B Software and Services -> Analytics,W20,Remote,20,Active,Ongoing
Jet Admin,"B2B Software and Services -> Engineering, Product and Design",W20,"San Francisco, CA, USA",20,Active,Ongoing
Ochre Bio,Healthcare -> Therapeutics,W20,"Oxford, England, United Kingdom",20,Active,Ongoing
Jenfi,Financial Technology -> Credit and Lending,W20,"Singapore, Singapore",20,Active,Ongoing
Legionfarm,Consumer -> Gaming,W20,"San Francisco, CA, USA",20,Active,Ongoing
Menten AI,Healthcare -> Drug Discovery and Delivery,W20,"San Francisco, CA, USA",20,Active,Ongoing
Equator Therapeutics,Healthcare -> Therapeutics,W20,"San Francisco, CA, USA",20,Active,Ongoing
Dapi,Financial Technology -> Payments,W20,"San Francisco, CA, USA",20,Active,Ongoing
Gas Pos,Financial Technology -> Payments,W20,"Little Rock, AR, USA",20,Active,Ongoing
Humanly.io,B2B Software and Services -> Recruiting and Talent,W20,Remote,20,Active,Ongoing
Prelay,B2B Software and Services -> Sales,W20,"San Francisco, CA, USA",20,Active,Ongoing
WorkPay,B2B Software and Services -> Human Resources,W20,"Nairobi, Nairobi County, Kenya",20,Active,Ongoing
Tambua Health,Healthcare -> Medical Devices,W20,"San Francisco, CA, USA",20,Active,Ongoing
Living Carbon,Industrials -> Climate,W20,"Hayward, CA, USA",20,Active,Ongoing
PowerX,Industrials -> Climate,W20,"New York, NY, USA",20,Active,Ongoing
SEND,B2B Software and Services -> Supply Chain and Logistics,W20,"Lagos, LA, Nigeria",20,Active,Ongoing
"Atmo, Inc.",Industrials -> Climate,W20,Remote,20,Active,Ongoing
Dropee,B2B Software and Services -> Retail,W20,"Jakarta, Jakarta, Indonesia",20,Active,Ongoing
Recall.ai,"B2B Software and Services -> Engineering, Product and Design",W20,"San Francisco, CA, USA",20,Active,Ongoing
Healthlane,Healthcare -> Consumer Health and Wellness,W20,"Lagos, LA, Nigeria",20,Active,Ongoing
Stable,B2B Software and Services -> Office Management,W20,"San Francisco, CA, USA",20,Active,Ongoing
Sakneen,Real Estate and Construction -> Housing and Real Estate,W20,Remote,20,Active,Ongoing
GiveAway,Consumer -> Home and Personal,W20,Remote,20,Active,Ongoing
GuruHotel,B2B Software and Services -> Operations,W20,Remote,20,Active,Ongoing
CrowdForce,Financial Technology -> Banking and Exchange,W20,"Abuja, Federal Capital Territory, Nigeria",20,Active,Ongoing
Nomic Bio,Healthcare -> Diagnostics,W20,"Montreal, QC, Canada",20,Active,Ongoing
Ramani,B2B Software and Services -> Retail,W20,"Dar es Salaam, Dar es Salaam, Tanzania",20,Active,Ongoing
Handl,B2B Software and Services -> Operations,W20,"San Francisco, CA, USA",20,Active,Ongoing
Zynq,B2B Software and Services -> Productivity,W20,"San Francisco, CA, USA",20,Active,Ongoing
Termii,B2B Software and Services -> Infrastructure,W20,"Lagos, LA, Nigeria",20,Active,Ongoing
Linkana,B2B Software and Services -> Supply Chain and Logistics,W20,Remote,20,Active,Ongoing
Apartio,Financial Technology -> Consumer Finance,W20,"SÃ£o Paulo, SP, Brazil",20,Active,Ongoing
Tajir,B2B Software and Services -> Retail,W20,"Lahore, Punjab, Pakistan",20,Active,Ongoing
Moons,Healthcare -> Consumer Health and Wellness,W20,"Mexico City, CDMX, Mexico",20,Active,Ongoing
Bamboo,Financial Technology -> Consumer Finance,W20,"Lagos, LA, Nigeria",20,Active,Ongoing
Hent,Real Estate and Construction -> Housing and Real Estate,W20,"Recife, PE, Brazil",20,Active,Ongoing
ElectroNeek,B2B Software and Services,W20,Remote,20,Active,Ongoing
Float,Financial Technology -> Credit and Lending,W20,"Accra, Greater Accra Region, Ghana",20,Active,Ongoing
Orchata,Consumer -> Food and Beverage,W20,"Monterrey, N.L., Mexico",20,Active,Ongoing
SOMATIC,Industrials -> Manufacturing and Robotics,W20,,20,Active,Ongoing
Avion,Industrials -> Drones,W20,"Addis Ababa, Addis Ababa, Ethiopia",20,Active,Ongoing
Daedalus,Industrials -> Manufacturing and Robotics,W20,Remote,20,Active,Ongoing
delt.ai,Financial Technology -> Banking and Exchange,W20,"Mexico City, CDMX, Mexico",20,Active,Ongoing
Oda,Real Estate and Construction -> Housing and Real Estate,W20,Remote,20,Active,Ongoing
Nexu,Financial Technology -> Credit and Lending,W20,"Mexico City, CDMX, Mexico",20,Active,Ongoing
Isabl,Healthcare -> Diagnostics,W20,Remote,20,Active,Ongoing
OpenBiome,Healthcare -> Therapeutics,W20,"Cambridge, MA, USA",20,Active,Ongoing
Breathe Well-being,Healthcare -> Consumer Health and Wellness,W20,"New Delhi, DL, India",20,Active,Ongoing
Angle Health,Financial Technology -> Insurance,W20,"San Francisco, CA, USA",20,Active,Ongoing
Raycast,B2B Software and Services -> Productivity,W20,Remote,20,Active,Ongoing
Easyplan,Financial Technology -> Asset Management,W20,"MH, India",20,Active,Ongoing
Pahamify,Education,W20,"West Java, Indonesia",20,Active,Ongoing
Synapsica Healthcare,Healthcare -> Diagnostics,W20,"Bengaluru, KA, India",20,Active,Ongoing
HireSweet,B2B Software and Services -> Recruiting and Talent,W20,"San Francisco, CA, USA",20,Active,Ongoing
Spenny,Financial Technology -> Consumer Finance,W20,"Bengaluru, KA, India",20,Active,Ongoing
EduRev,Education,W20,"Chandigarh, CH, India",20,Active,Ongoing
Bikry,B2B Software and Services -> Retail,W20,"Noida, UP, India",20,Active,Ongoing
Hiration,Consumer -> Job and Career Services,W20,"New Delhi, DL, India",20,Active,Ongoing
Zeo Auto,B2B Software and Services -> Supply Chain and Logistics,W20,"MH, India",20,Active,Ongoing
Morphle,Healthcare -> Diagnostics,W20,"Bengaluru, KA, India",20,Active,Ongoing
TagMango,Consumer -> Social,W20,"Kolkata, WB, India",20,Active,Ongoing
PillarPlus,Real Estate and Construction -> Construction,W20,"MH, India",20,Active,Ongoing
farmtheory,B2B Software and Services -> Supply Chain and Logistics,W20,"Bengaluru, KA, India",20,Active,Ongoing
UrbanKisaan,Industrials -> Agriculture,W20,"Hyderabad, Telangana, India",20,Active,Ongoing
HumBee,Consumer -> Social,W20,Remote,20,Active,Ongoing
StayQrious,Education,W20,Remote,20,Active,Ongoing
Pay Swifter,Financial Technology -> Banking and Exchange,W20,"Bengaluru, KA, India",20,Active,Ongoing
Able Jobs,B2B Software and Services -> Recruiting and Talent,W20,"Bengaluru, KA, India",20,Active,Ongoing
Kosh,Financial Technology -> Credit and Lending,W20,"Gurugram, HR, India",20,Active,Ongoing
DeepSource,"B2B Software and Services -> Engineering, Product and Design",W20,"San Francisco, CA, USA",20,Active,Ongoing
Upflow,Financial Technology -> Payments,W20,"New York, NY, USA",20,Active,Ongoing
PostEra,Healthcare -> Drug Discovery and Delivery,W20,"Boston, MA, USA",20,Active,Ongoing
Skypher,B2B Software and Services -> Security,W20,"San Francisco, CA, USA",20,Active,Ongoing
Vital,Healthcare -> Consumer Health and Wellness,W20,Remote,20,Active,Ongoing
Laserfocus,B2B Software and Services -> Sales,W20,Remote,20,Active,Ongoing
Jitter,"B2B Software and Services -> Engineering, Product and Design",W20,"Paris, ÃŽle-de-France, France",20,Active,Ongoing
Fella Health,Healthcare -> Consumer Health and Wellness,W20,Remote,20,Active,Ongoing
Riot,B2B Software and Services -> Security,W20,"Paris, ÃŽle-de-France, France",20,Active,Ongoing
Modernbanc,Financial Technology,W20,"San Francisco, CA, USA",20,Active,Ongoing
Revenir,Financial Technology -> Consumer Finance,W20,"London, England, United Kingdom",20,Active,Ongoing
ToDesktop,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Active,Ongoing
Nimbus,Industrials -> Automotive,W20,"Ann Arbor, MI, USA",20,Active,Ongoing
Candid Health,Healthcare -> Healthcare IT,W20,"San Francisco, CA, USA",20,Active,Ongoing
Dropbase,B2B Software and Services -> Analytics,W20,"San Francisco, CA, USA",20,Active,Ongoing
Alloy Automation,B2B Software and Services -> Productivity,W20,Remote,20,Active,Ongoing
Quill,B2B Software and Services -> Analytics,W20,"San Francisco, CA, USA",20,Active,Ongoing
Mini Exhibitions,B2B Software and Services -> Recruiting and Talent,W20,Remote,20,Active,Ongoing
Vori,B2B Software and Services -> Retail,W20,"East Palo Alto, CA, USA",20,Active,Ongoing
BuildBuddy,B2B Software and Services -> Infrastructure,W20,Remote,20,Active,Ongoing
Typedream,Consumer -> Content,W20,"San Francisco, CA, USA",20,Active,Ongoing
Release,"B2B Software and Services -> Engineering, Product and Design",W20,"Los Angeles, CA, USA",20,Active,Ongoing
Cortex,B2B Software and Services -> Infrastructure,W20,Remote,20,Active,Ongoing
QueryPie,B2B Software and Services -> Security,W20,"San Mateo, CA, USA",20,Active,Ongoing
Welcome,B2B Software and Services -> Operations,W20,Remote,20,Active,Ongoing
Ello,Education,W20,"San Francisco, CA, USA",20,Active,Ongoing
Multiverse,Consumer -> Gaming,W20,Remote,20,Active,Ongoing
Turing Labs Inc.,B2B Software and Services -> Retail,W20,Remote,20,Active,Ongoing
Altay Therapeutics,Healthcare -> Therapeutics,W20,"San Francisco, CA, USA",20,Active,Ongoing
Fair Square Medicare,Healthcare -> Consumer Health and Wellness,W20,"San Francisco, CA, USA",20,Active,Ongoing
Pashi,Industrials -> Manufacturing and Robotics,W20,Remote,20,Active,Ongoing
Bloom Community (formerly Together),Consumer -> Social,W20,"Oakland, CA, USA",20,Active,Ongoing
Metaplane,"B2B Software and Services -> Engineering, Product and Design",W20,"Boston, MA, USA",20,Active,Ongoing
Scout,B2B Software and Services -> Infrastructure,W20,"Berkeley, CA, USA",20,Active,Ongoing
Tienda Crypto,Financial Technology -> Banking and Exchange,W20,"Buenos Aires, CABA, Argentina",20,Active,Ongoing
Global Belly,B2B Software and Services -> Retail,W20,Remote,20,Active,Ongoing
Logarithm Labs,B2B Software and Services,W20,"Foster City, CA, USA",20,Active,Ongoing
Duffl,Consumer -> Food and Beverage,W20,"Santa Monica, CA, USA",20,Active,Ongoing
Talyn Air,Industrials -> Aviation and Space,W20,"Los Angeles, CA, USA",20,Active,Ongoing
Operator,B2B Software and Services -> Analytics,W20,"New York, NY, USA",20,Active,Ongoing
Signadot,B2B Software and Services -> Infrastructure,W20,Remote,20,Active,Ongoing
Felix Biotechnology,Healthcare -> Drug Discovery and Delivery,W20,"San Francisco, CA, USA",20,Active,Ongoing
Visual One,Consumer -> Consumer Electronics,W20,"San Francisco, CA, USA",20,Active,Ongoing
Grain,Financial Technology -> Credit and Lending,W20,Remote,20,Active,Ongoing
StartPlaying.Games,Consumer -> Gaming,W20,Remote,20,Active,Ongoing
The Mercer Club,Consumer -> Apparel and Cosmetics,W20,"New York, NY, USA",20,Active,Ongoing
Benepass,B2B Software and Services -> Human Resources,W20,Remote,20,Active,Ongoing
Eze,B2B Software and Services -> Retail,W20,"San Francisco, CA, USA",20,Active,Ongoing
Infield,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Active,Ongoing
UTVATE,Consumer -> Consumer Electronics,W20,"San Francisco, CA, USA",20,Active,Ongoing
Homestead,Real Estate and Construction -> Housing and Real Estate,W20,"Los Angeles, CA, USA",20,Active,Ongoing
Paymobil,Financial Technology -> Payments,W20,Remote,20,Active,Ongoing
Edlyft,Education,W20,Remote,20,Active,Ongoing
Clayboard,B2B Software and Services -> Productivity,W20,Remote,20,Active,Ongoing
SINAI,Industrials -> Energy,W20,"San Francisco, CA, USA",20,Active,Ongoing
Haven,Financial Technology -> Credit and Lending,W20,"New York, NY, USA",20,Active,Ongoing
Replicate,B2B Software and Services -> Infrastructure,W20,"Berkeley, CA, USA",20,Active,Ongoing
Dashworks,B2B Software and Services -> Productivity,W20,"San Francisco, CA, USA",20,Active,Ongoing
Datasaur,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Active,Ongoing
Terrasoft,Consumer,W20,"Los Angeles, CA, USA",20,Active,Ongoing
Acho,B2B Software and Services -> Infrastructure,W20,"San Francisco, CA, USA",20,Active,Ongoing
"Exosonic, Inc.",Industrials -> Aviation and Space,W20,"Los Angeles, CA, USA",20,Active,Ongoing
Nextmv,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Active,Ongoing
1build,Real Estate and Construction -> Construction,W20,Remote,20,Active,Ongoing
Deep Meditate,Healthcare -> Consumer Health and Wellness,W20,Remote,20,Active,Ongoing
Ditto,"B2B Software and Services -> Engineering, Product and Design",W20,"San Francisco, CA, USA",20,Active,Ongoing
Cyberdontics,Healthcare -> Medical Devices,W20,"Boston, MA, USA",20,Active,Ongoing
Jamiphy,Consumer -> Social,W20,"San Francisco, CA, USA",20,Active,Ongoing
Brokrete,Real Estate and Construction -> Construction,W20,"Toronto, ON, Canada",20,Active,Ongoing
OpenUnit,B2B Software and Services -> Operations,W20,Remote,20,Active,Ongoing
Ardis AI,B2B Software and Services -> Infrastructure,W20,"Mountain View, CA, USA",20,Active,Ongoing
Taiv,B2B Software and Services -> Marketing,W20,"Winnipeg, MB, Canada",20,Active,Ongoing
Quickcard,B2B Software and Services -> Sales,W20,Remote,20,Active,Ongoing
Carbon-12 Labs,Financial Technology -> Payments,W20,,20,Active,Ongoing
Factored Quality,B2B Software and Services -> Supply Chain and Logistics,W20,Remote,20,Active,Ongoing
Letterdrop,B2B Software and Services -> Marketing,W20,"San Francisco, CA, USA",20,Active,Ongoing
Explo,B2B Software and Services -> Analytics,W20,"San Francisco, CA, USA",20,Active,Ongoing
Segmed,Healthcare -> Diagnostics,W20,Remote,20,Active,Ongoing
MindsDB,B2B Software and Services -> Infrastructure,W20,"San Francisco, CA, USA",20,Active,Ongoing
Enveloop,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Active,Ongoing
Polytomic,B2B Software and Services -> Analytics,W20,"San Francisco, CA, USA",20,Active,Ongoing
RoboTire,Industrials -> Automotive,W20,"Plymouth, MI, USA",20,Active,Ongoing
Lilia,Healthcare -> Consumer Health and Wellness,W20,"San Francisco, CA, USA",20,Active,Ongoing
Teleo,Real Estate and Construction -> Construction,W20,"Palo Alto, CA, USA",20,Active,Ongoing
StratumAI,Industrials -> Climate,W20,"Toronto, ON, Canada",20,Active,Ongoing
Alude,Real Estate and Construction -> Housing and Real Estate,W20,"SÃ£o Paulo, SP, Brazil",20,Active,Ongoing
Abalone Bio,Healthcare -> Drug Discovery and Delivery,W20,"Emeryville, CA, USA",20,Active,Ongoing
Okay,B2B Software and Services -> Productivity,W20,"San Francisco, CA, USA",20,Active,Ongoing
Breezeful,Financial Technology -> Credit and Lending,W20,"Toronto, ON, Canada",20,Active,Ongoing
Paragon,"B2B Software and Services -> Engineering, Product and Design",W20,"Los Angeles, CA, USA",20,Active,Ongoing
Accord,B2B Software and Services -> Sales,W20,"San Francisco, CA, USA",20,Active,Ongoing
Datree,B2B Software and Services -> Security,W20,"Tel Aviv-Yafo, Tel Aviv District, Israel",20,Active,Ongoing
Kaiten,Consumer -> Food and Beverage,W20,Remote,20,Active,Ongoing
NUMI,B2B Software and Services,W20,Remote,20,Active,Ongoing
Motion,B2B Software and Services -> Productivity,W20,"San Francisco, CA, USA",20,Active,Ongoing
Facio,Financial Technology -> Credit and Lending,W20,Remote,20,Active,Ongoing
Loop Health,Healthcare -> Healthcare Services,W20,"MH, India",20,Active,Ongoing
ZeFi,Financial Technology -> Asset Management,W20,"San Francisco, CA, USA",20,Active,Ongoing
HelpNow,Healthcare -> Healthcare Services,W20,"MH, India",20,Active,Ongoing
DocVita,Healthcare -> Consumer Health and Wellness,W20,"Bengaluru, KA, India",20,Active,Ongoing
Chaos Genius,B2B Software and Services -> Analytics,W20,Remote,20,Active,Ongoing
Milo,Consumer -> Home and Personal,W20,"San Francisco, CA, USA",20,Active,Ongoing
Genecis Bio,Industrials -> Manufacturing and Robotics,W20,"Toronto, ON, Canada",20,Active,Ongoing
Checkars,Consumer -> Transportation Services,W20,"Buenos Aires, CABA, Argentina",20,Acquired,Exited
Sayana,Healthcare -> Consumer Health and Wellness,W20,"San Francisco, CA, USA",20,Acquired,Exited
yBANQ,Financial Technology -> Payments,W20,"Bengaluru, KA, India",20,Acquired,Exited
Cron,B2B Software and Services -> Productivity,W20,Remote,20,Acquired,Exited
Savvy,Financial Technology -> Insurance,W20,"San Francisco, CA, USA",20,Acquired,Exited
Dropprint Genomics,Healthcare -> Drug Discovery and Delivery,W20,"San Francisco, CA, USA",20,Acquired,Exited
Terusama,B2B Software and Services -> Supply Chain and Logistics,W20,"San Francisco, CA, USA",20,Acquired,Exited
Weav,"B2B Software and Services -> Engineering, Product and Design",W20,"New York, NY, USA",20,Acquired,Exited
Glimpse,Consumer -> Social,W20,Remote,20,Acquired,Exited
Eternal,Consumer -> Gaming,W20,"Los Angeles, CA, USA",20,Acquired,Exited
Flowdash,"B2B Software and Services -> Engineering, Product and Design",W20,"San Francisco, CA, USA",20,Acquired,Exited
yearend,Financial Technology -> Consumer Finance,W20,Remote,20,Acquired,Exited
FitnessAI,Consumer -> Home and Personal,W20,"New York, NY, USA",20,Acquired,Exited
Hoss,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Acquired,Exited
Volumetric,Healthcare -> Industrial Bio,W20,"Houston, TX, USA",20,Acquired,Exited
Phonic,B2B Software and Services -> Marketing,W20,"Foster City, CA, USA",20,Acquired,Exited
Zaraz,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Acquired,Exited
CARUPI,Consumer,W20,Remote,20,Inactive,Inactive
LabGrid,Healthcare -> Healthcare IT,W20,Remote,20,Inactive,Inactive
Valienta,B2B Software and Services -> Retail,W20,Remote,20,Inactive,Inactive
Viya,Real Estate and Construction -> Housing and Real Estate,W20,"Monterrey, N.L., Mexico",20,Inactive,Inactive
Zumo Labs,"B2B Software and Services -> Engineering, Product and Design",W20,Remote,20,Inactive,Inactive
Thunderpod,B2B Software and Services,W20,Remote,20,Inactive,Inactive
SprintAI,B2B Software and Services -> Retail,W20,"Bengaluru, KA, India",20,Inactive,Inactive
goDutch,Financial Technology -> Payments,W20,"MH, India",20,Inactive,Inactive
Snapboard,B2B Software and Services -> Productivity,W20,"London, England, United Kingdom",20,Inactive,Inactive
onetool,B2B Software and Services -> Operations,W20,Remote,20,Inactive,Inactive
Simple Strips,Healthcare -> Diagnostics,W20,"San Francisco, CA, USA",20,Inactive,Inactive
Blok,Consumer -> Home and Personal,W20,Remote,20,Inactive,Inactive
Riya Collective,Consumer -> Apparel and Cosmetics,W20,"San Francisco, CA, USA",20,Inactive,Inactive
Zaam,B2B Software and Services -> Operations,W20,Remote,20,Inactive,Inactive
Cadence,B2B Software and Services -> Human Resources,W20,Remote,20,Inactive,Inactive
Glisten AI,"B2B Software and Services -> Engineering, Product and Design",W20,"San Francisco, CA, USA",20,Inactive,Inactive
Orbiter,B2B Software and Services -> Analytics,W20,"San Francisco, CA, USA",20,Inactive,Inactive
Pantheon,Education,W20,"San Francisco, CA, USA",20,Inactive,Inactive
Paneau,Consumer -> Content,W20,"San Francisco, CA, USA",20,Inactive,Inactive
Nugget,Consumer -> Content,W20,,20,Inactive,Inactive
Laguna,Real Estate and Construction -> Housing and Real Estate,W20,"San Francisco, CA, USA",20,Inactive,Inactive
Hideout,Consumer -> Food and Beverage,W20,"Los Angeles, CA, USA",20,Inactive,Inactive
Flock Safety,"B2B Software and Services -> Engineering, Product and Design",S17,"Atlanta, GA, USA",17,Active,Ongoing
Truepill,Healthcare -> Healthcare IT,S17,Remote,17,Active,Ongoing
Gem,B2B Software and Services -> Recruiting and Talent,S17,"San Francisco, CA, USA",17,Active,Ongoing
BillionToOne,Healthcare -> Diagnostics,S17,"Menlo Park, CA, USA",17,Active,Ongoing
Standard AI,B2B Software and Services -> Retail,S17,Remote,17,Active,Ongoing
Carrot Fertility,Healthcare -> Healthcare Services,S17,"San Francisco, CA, USA",17,Active,Ongoing
FAZZ,Financial Technology,S17,"Jakarta, Jakarta, Indonesia",17,Active,Ongoing
Jerry,Financial Technology -> Insurance,S17,"Palo Alto, CA, USA",17,Active,Ongoing
May Mobility,Industrials -> Automotive,S17,"Ann Arbor, MI, USA",17,Active,Ongoing
Nobell Foods,Consumer -> Food and Beverage,S17,"San Francisco, CA, USA",17,Active,Ongoing
VergeSense,Real Estate and Construction -> Housing and Real Estate,S17,"San Francisco, CA, USA",17,Active,Ongoing
Routable,B2B Software and Services -> Finance and Accounting,S17,Remote,17,Active,Ongoing
Ribbon Health,Healthcare -> Healthcare IT,S17,"New York, NY, USA",17,Active,Ongoing
Bloom Institute of Technology,Education,S17,Remote,17,Active,Ongoing
Feather,Consumer -> Home and Personal,S17,"San Francisco, CA, USA",17,Acquired,Exited
Cashfree Payments,Financial Technology -> Payments,S17,"Bengaluru, KA, India",17,Active,Ongoing
Long Term Stock Exchange,Financial Technology -> Banking and Exchange,S17,Remote,17,Active,Ongoing
Modern Fertility,Healthcare -> Consumer Health and Wellness,S17,"San Francisco, CA, USA",17,Acquired,Exited
AssemblyAI,B2B Software and Services -> Infrastructure,S17,Remote,17,Active,Ongoing
Gustav,B2B Software and Services -> Recruiting and Talent,S17,Remote,17,Active,Ongoing
FollowUpThen,B2B Software and Services -> Productivity,S17,"San Jose, CA, USA",17,Active,Ongoing
Thematic,B2B Software and Services -> Analytics,S17,Remote,17,Active,Ongoing
10 By 10,B2B Software and Services -> Recruiting and Talent,S17,Remote,17,Active,Ongoing
Forever Labs,Healthcare -> Therapeutics,S17,"Ann Arbor, MI, USA",17,Active,Ongoing
Just Appraised,Government,S17,Remote,17,Active,Ongoing
Goodcover,Financial Technology -> Insurance,S17,"San Francisco, CA, USA",17,Active,Ongoing
Zendar,Industrials -> Automotive,S17,"Berkeley, CA, USA",17,Active,Ongoing
Officely,B2B Software and Services -> Sales,S17,"London, England, United Kingdom",17,Active,Ongoing
Muzz (formerly muzmatch),Consumer -> Social,S17,"London, England, United Kingdom",17,Active,Ongoing
CureSkin,Healthcare -> Consumer Health and Wellness,S17,"Bengaluru, KA, India",17,Active,Ongoing
Eduflow,Education,S17,"Copenhagen, Denmark",17,Active,Ongoing
OneLocal,B2B Software and Services -> Retail,S17,"Toronto, ON, Canada",17,Active,Ongoing
Generally Intelligent,B2B Software and Services -> Recruiting and Talent,S17,"San Francisco, CA, USA",17,Active,Ongoing
LotusPay,Financial Technology -> Payments,S17,"Bengaluru, KA, India",17,Active,Ongoing
bxblue,Financial Technology -> Credit and Lending,S17,Remote,17,Active,Ongoing
