name,subindustry,batch,Location1,Year,status,success
Oncobox,Healthcare -> Diagnostics,S17,"Walnut, CA, USA",17,Active,Ongoing
Tesseract,Industrials -> Aviation and Space,S17,"Livermore, CA, USA",17,Active,Ongoing
D-ID,B2B Software and Services -> Security,S17,"Tel Aviv-Yafo, Tel Aviv District, Israel",17,Active,Ongoing
Skyscrape,Industrials -> Manufacturing and Robotics,S17,"Portland, OR, USA",17,Active,Ongoing
Modular Science,Industrials -> Agriculture,S17,"San Francisco, CA, USA",17,Active,Ongoing
Flowspace,B2B Software and Services -> Supply Chain and Logistics,S17,"Los Angeles, CA, USA",17,Active,Ongoing
Piggy,Financial Technology -> Asset Management,S17,"MH, India",17,Active,Ongoing
Airthium,Industrials -> Climate,S17,"Austin, TX, USA",17,Active,Ongoing
tpaga,Financial Technology -> Payments,S17,Remote,17,Active,Ongoing
Rev Genomics,Healthcare -> Diagnostics,S17,"Oakland, CA, USA",17,Active,Ongoing
Pyka,Industrials -> Aviation and Space,S17,"Oakland, CA, USA",17,Active,Ongoing
Entocycle,Industrials -> Agriculture,S17,"London, England, United Kingdom",17,Active,Ongoing
HelpWear,Healthcare -> Medical Devices,S17,"Toronto, ON, Canada",17,Active,Ongoing
Spect,Healthcare -> Consumer Health and Wellness,S17,Remote,17,Active,Ongoing
Pop Meals,Consumer -> Food and Beverage,S17,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",17,Active,Ongoing
Koko,Healthcare -> Consumer Health and Wellness,S17,"Palo Alto, CA, USA",17,Active,Ongoing
Slik,B2B Software and Services -> Sales,S17,"San Francisco, CA, USA",17,Active,Ongoing
Rabbet,Real Estate and Construction -> Construction,S17,Remote,17,Active,Ongoing
Paladin Cyber,B2B Software and Services -> Security,S17,"San Francisco, CA, USA",17,Active,Ongoing
Prelim,Financial Technology -> Banking and Exchange,S17,"San Francisco, CA, USA",17,Active,Ongoing
Semantix,Healthcare -> Healthcare IT,S17,"San Francisco, CA, USA",17,Active,Ongoing
Advano,Industrials -> Climate,S17,"New Orleans, LA, USA",17,Active,Ongoing
Relationship Hero,Consumer -> Social,S17,Remote,17,Active,Ongoing
CocuSocial,Consumer -> Food and Beverage,S17,Remote,17,Active,Ongoing
ThereCraft,Industrials -> Drones,S17,"Los Angeles, CA, USA",17,Active,Ongoing
SafeButler,Financial Technology -> Insurance,S17,"Sunnyvale, CA, USA",17,Active,Ongoing
Darmiyan,Healthcare -> Diagnostics,S17,"San Francisco, CA, USA",17,Active,Ongoing
Nimble,Education,S17,Remote,17,Active,Ongoing
Roofr,Consumer -> Home and Personal,S17,Remote,17,Active,Ongoing
Pathrise,Education,S17,"San Francisco, CA, USA",17,Active,Ongoing
UpCodes,Real Estate and Construction -> Construction,S17,Remote,17,Active,Ongoing
Helium Health,Healthcare -> Healthcare IT,S17,"Lagos, LA, Nigeria",17,Active,Ongoing
Fam,Consumer -> Social,S17,"New York, NY, USA",17,Active,Ongoing
Releaf,B2B Software and Services -> Sales,S17,"Lagos, LA, Nigeria",17,Active,Ongoing
Leon & George,Consumer,S17,"Los Angeles, CA, USA",17,Active,Ongoing
Aecore,Real Estate and Construction -> Construction,S17,"San Jose, CA, USA",17,Active,Ongoing
AutoHub,B2B Software and Services -> Retail,S17,"San Francisco, CA, USA",17,Active,Ongoing
Sunfolding,Industrials -> Energy,S17,"San Francisco, CA, USA",17,Active,Ongoing
Skyways,Industrials -> Drones,S17,"Austin, TX, USA",17,Active,Ongoing
PullRequest,"B2B Software and Services -> Engineering, Product and Design",S17,"Austin, TX, USA",17,Acquired,Exited
Dharma Labs,Financial Technology -> Credit and Lending,S17,"San Francisco, CA, USA",17,Acquired,Exited
VIDA & Co.,Consumer -> Apparel and Cosmetics,S17,"San Francisco, CA, USA",17,Acquired,Exited
disclosures.io,Real Estate and Construction -> Housing and Real Estate,S17,"San Francisco, CA, USA",17,Acquired,Exited
Templarbit,B2B Software and Services -> Security,S17,"San Francisco, CA, USA",17,Acquired,Exited
Lyrebird,"B2B Software and Services -> Engineering, Product and Design",S17,"Montreal, QC, Canada",17,Acquired,Exited
Headstart,B2B Software and Services -> Recruiting and Talent,S17,"London, England, United Kingdom",17,Acquired,Exited
Opearlo,Consumer -> Content,S17,"London, England, United Kingdom",17,Acquired,Exited
Percept.AI,B2B Software and Services -> Operations,S17,"Sunnyvale, CA, USA",17,Acquired,Exited
Honeydue,Financial Technology -> Consumer Finance,S17,"San Francisco, CA, USA",17,Acquired,Exited
Guilded,Consumer -> Gaming,S17,Remote,17,Acquired,Exited
Surematics,Financial Technology -> Insurance,S17,"San Francisco, CA, USA",17,Acquired,Exited
Indivio,B2B Software and Services -> Marketing,S17,Remote,17,Acquired,Exited
Plasticity,B2B Software and Services -> Productivity,S17,"San Francisco, CA, USA",17,Acquired,Exited
Meetingbird,B2B Software and Services -> Productivity,S17,"San Francisco, CA, USA",17,Acquired,Exited
Wildfire,Consumer -> Social,S17,"San Francisco, CA, USA",17,Acquired,Exited
Escher Reality,Consumer -> Virtual and Augmented Reality,S17,"Sunnyvale, CA, USA",17,Acquired,Exited
Solve,"Consumer -> Travel, Leisure and Tourism",S17,"Las Vegas, NV, USA",17,Acquired,Exited
Enzyme,Healthcare -> Healthcare IT,S17,Remote,17,Acquired,Exited
Mystery.org,Education,S17,"San Francisco, CA, USA",17,Acquired,Exited
Fat Llama,Consumer -> Consumer Electronics,S17,"London, England, United Kingdom",17,Acquired,Exited
CarDash,Consumer -> Transportation Services,S17,"Menlo Park, CA, USA",17,Acquired,Exited
Audm,Consumer -> Content,S17,Remote,17,Acquired,Exited
Py,Education,S17,"San Francisco, CA, USA",17,Acquired,Exited
Elucd,Government,S17,"New York, NY, USA",17,Acquired,Exited
WheelStreet,Consumer -> Transportation Services,S17,"Bengaluru, KA, India",17,Inactive,Inactive
NextDrop,Industrials -> Energy,S17,"Bengaluru, KA, India",17,Inactive,Inactive
Bumpline,Healthcare -> Healthcare Services,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Social Construct,Real Estate and Construction -> Housing and Real Estate,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Cambridge Cancer Genomics,Healthcare -> Diagnostics,S17,"Cambridge, England, United Kingdom",17,Inactive,Inactive
Polly,Consumer -> Social,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Commissary Club (formerly 70 Million Jobs),B2B Software and Services -> Recruiting and Talent,S17,Remote,17,Inactive,Inactive
Gamelynx,Consumer -> Gaming,S17,"Santa Monica, CA, USA",17,Inactive,Inactive
Guggy,Consumer -> Social,S17,"Tel Aviv-Yafo, Tel Aviv District, Israel",17,Inactive,Inactive
Fastpad,B2B Software and Services -> Recruiting and Talent,S17,"Bengaluru, KA, India",17,Inactive,Inactive
Sunu,Consumer -> Virtual and Augmented Reality,S17,Remote,17,Inactive,Inactive
WATERFX,Industrials -> Climate,S17,"CA, USA",17,Inactive,Inactive
And Comfort,Consumer -> Apparel and Cosmetics,S17,"San Francisco, CA, USA",17,Inactive,Inactive
PreDxion Bio,Healthcare -> Diagnostics,S17,"South San Francisco, CA, USA",17,Inactive,Inactive
Goosebump,Consumer -> Social,S17,"Paris, ÃŽle-de-France, France",17,Inactive,Inactive
Storyboard,Consumer -> Social,S17,"San Francisco, CA, USA",17,Inactive,Inactive
RideAlong,Government,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Caelum Health,Healthcare -> Consumer Health and Wellness,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Covetly,Consumer -> Home and Personal,S17,"New York, NY, USA",17,Inactive,Inactive
Mystro,Consumer -> Job and Career Services,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Greo,Consumer -> Social,S17,"Palo Alto, CA, USA",17,Inactive,Inactive
Value Voting,Government,S17,,17,Inactive,Inactive
Sixty,"B2B Software and Services -> Engineering, Product and Design",S17,"San Francisco, CA, USA",17,Inactive,Inactive
Gameday,Consumer -> Gaming,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Dropleaf,Consumer -> Gaming,S17,"Seattle, WA, USA",17,Inactive,Inactive
Prism Labs,Consumer -> Job and Career Services,S17,"San Francisco, CA, USA",17,Inactive,Inactive
Passerine Aircraft,Industrials -> Aviation and Space,S17,"Johannesburg, GP, South Africa",17,Inactive,Inactive
PagerDuty,"B2B Software and Services -> Engineering, Product and Design",S10,"San Francisco, CA, USA",10,Exited,Exited
Presto,B2B Software and Services -> Retail,S10,"San Carlos, CA, USA",10,Exited,Exited
Docker,B2B Software and Services -> Infrastructure,S10,"San Francisco, CA, USA",10,Active,Ongoing
FutureAdvisor,Financial Technology -> Consumer Finance,S10,"San Francisco, CA, USA",10,Acquired,Exited
WorkFlowy,B2B Software and Services -> Productivity,S10,"San Francisco, CA, USA",10,Active,Ongoing
inDinero,B2B Software and Services -> Finance and Accounting,S10,Remote,10,Active,Ongoing
AnyList,Consumer -> Home and Personal,S10,Remote,10,Active,Ongoing
DemandSphere,B2B Software and Services -> Marketing,S10,"Columbus, OH, USA",10,Active,Ongoing
Recurse Center,Education,S10,"New York, NY, USA",10,Active,Ongoing
AdGrok,B2B Software and Services -> Marketing,S10,"San Francisco, CA, USA",10,Acquired,Exited
Whereoscope,Consumer -> Social,S10,"Mountain View, CA, USA",10,Acquired,Exited
Fridge,Consumer -> Social,S10,"San Francisco, CA, USA",10,Acquired,Exited
Fanvibe,Consumer -> Social,S10,"San Francisco, CA, USA",10,Acquired,Exited
Leftronic,Consumer -> Consumer Electronics,S10,"San Francisco, CA, USA",10,Acquired,Exited
GazeHawk,"B2B Software and Services -> Engineering, Product and Design",S10,"Mountain View, CA, USA",10,Acquired,Exited
1000Memories,Consumer -> Home and Personal,S10,"San Francisco, CA, USA",10,Acquired,Exited
Homejoy,Consumer -> Home and Personal,S10,"San Francisco, CA, USA",10,Acquired,Exited
PadMapper,Real Estate and Construction -> Housing and Real Estate,S10,"San Francisco, CA, USA",10,Acquired,Exited
AeroFS,B2B Software and Services -> Infrastructure,S10,"Palo Alto, CA, USA",10,Acquired,Exited
Simperium,B2B Software and Services -> Productivity,S10,"San Francisco, CA, USA",10,Acquired,Exited
Rapportive,B2B Software and Services -> Productivity,S10,"San Francisco, CA, USA",10,Acquired,Exited
Hipmunk,"Consumer -> Travel, Leisure and Tourism",S10,"San Francisco, CA, USA",10,Acquired,Exited
Chartio,B2B Software and Services -> Analytics,S10,"San Francisco, CA, USA",10,Acquired,Exited
Koduco,Consumer -> Gaming,S10,"San Francisco, CA, USA",10,Inactive,Inactive
Pribbit,Consumer -> Social,S10,,10,Inactive,Inactive
Tapzilla,B2B Software and Services -> Marketing,S10,,10,Inactive,Inactive
MessageParty,Consumer -> Social,S10,"New York, NY, USA",10,Inactive,Inactive
Ready For Zero,Financial Technology -> Consumer Finance,S10,"Los Angeles, CA, USA",10,Inactive,Inactive
Post.fm,B2B Software and Services -> Productivity,S10,Remote,10,Inactive,Inactive
Opzi,Consumer -> Gaming,S10,"San Francisco, CA, USA",10,Inactive,Inactive
Upbeat,Consumer -> Content,S10,"San Francisco, CA, USA",10,Inactive,Inactive
Gantto,B2B Software and Services -> Productivity,S10,"San Francisco, CA, USA",10,Inactive,Inactive
Brushes,"B2B Software and Services -> Engineering, Product and Design",S10,,10,Inactive,Inactive
Habit Labs,Consumer -> Social,S10,"Seattle, WA, USA",10,Inactive,Inactive
Chirply,Consumer -> Home and Personal,S10,"San Francisco, CA, USA",10,Inactive,Inactive
Teevox,Consumer -> Gaming,S10,"Cupertino, CA, USA",10,Inactive,Inactive
Coinbase,Financial Technology -> Banking and Exchange,S12,Remote,12,Exited,Exited
Instacart,Consumer -> Food and Beverage,S12,"San Francisco, CA, USA",12,Active,Ongoing
Benchling,B2B Software and Services,S12,"San Francisco, CA, USA",12,Active,Ongoing
Zapier,B2B Software and Services -> Productivity,S12,Remote,12,Active,Ongoing
SmartAsset,Financial Technology -> Consumer Finance,S12,Remote,12,Active,Ongoing
Lever,B2B Software and Services -> Recruiting and Talent,S12,"San Francisco, CA, USA",12,Acquired,Exited
Clever,Education,S12,"San Francisco, CA, USA",12,Acquired,Exited
Soylent,Consumer -> Food and Beverage,S12,"Los Angeles, CA, USA",12,Active,Ongoing
Mattermost,B2B Software and Services -> Productivity,S12,Remote,12,Active,Ongoing
Submittable,B2B Software and Services,S12,"Missoula, MT, USA",12,Active,Ongoing
9gag,Consumer -> Social,S12,Remote,12,Active,Ongoing
Svbtle,Consumer -> Content,S12,Remote,12,Active,Ongoing
Plivo,"B2B Software and Services -> Engineering, Product and Design",S12,Remote,12,Active,Ongoing
Double Robotics,B2B Software and Services -> Productivity,S12,"Burlingame, CA, USA",12,Active,Ongoing
Vastrm,Consumer -> Apparel and Cosmetics,S12,Remote,12,Active,Ongoing
Flightfox,B2B Software and Services -> Operations,S12,Remote,12,Active,Ongoing
BackerKit,B2B Software and Services -> Sales,S12,"San Francisco, CA, USA",12,Active,Ongoing
NewsBlur,Consumer -> Content,S12,Remote,12,Active,Ongoing
OctaveWealth,B2B Software and Services -> Human Resources,S12,"San Francisco, CA, USA",12,Active,Ongoing
Upwave,B2B Software and Services -> Operations,S12,"San Francisco, CA, USA",12,Active,Ongoing
Eligible,Healthcare -> Healthcare IT,S12,"NY, USA",12,Active,Ongoing
FundersClub,Financial Technology -> Asset Management,S12,Remote,12,Active,Ongoing
Zentail,B2B Software and Services -> Supply Chain and Logistics,S12,"Columbia, MD, USA",12,Active,Ongoing
HealthSherpa,Healthcare -> Healthcare Services,S12,"Sacramento, CA, USA",12,Active,Ongoing
Human Dx,Healthcare -> Healthcare IT,S12,"San Francisco, CA, USA",12,Active,Ongoing
Mth Sense,B2B Software and Services -> Marketing,S12,"San Jose, CA, USA",12,Active,Ongoing
Rainforest,"B2B Software and Services -> Engineering, Product and Design",S12,Remote,12,Active,Ongoing
Study Edge,Education,S12,"Gainesville, FL, USA",12,Acquired,Exited
Virool,B2B Software and Services -> Marketing,S12,"San Francisco, CA, USA",12,Acquired,Exited
VoiceGem,B2B Software and Services -> Recruiting and Talent,S12,"San Francisco, CA, USA",12,Acquired,Exited
Mattermark,B2B Software and Services -> Sales,S12,"San Francisco, CA, USA",12,Acquired,Exited
Natero,B2B Software and Services -> Operations,S12,"Mountain View, CA, USA",12,Acquired,Exited
BufferBox,Consumer -> Home and Personal,S12,"Waterloo, ON, Canada",12,Acquired,Exited
Easel,"B2B Software and Services -> Engineering, Product and Design",S12,"CA, USA",12,Acquired,Exited
Vayable,"Consumer -> Travel, Leisure and Tourism",S12,"San Francisco, CA, USA",12,Acquired,Exited
Streem,Consumer -> Content,S12,"San Francisco, CA, USA",12,Acquired,Exited
OmniVirt,B2B Software and Services -> Marketing,S12,"San Francisco, CA, USA",12,Acquired,Exited
Fullstack Academy,Education,S12,"New York, NY, USA",12,Acquired,Exited
Statwing,B2B Software and Services -> Analytics,S12,"San Francisco, CA, USA",12,Acquired,Exited
Kamcord,Consumer -> Gaming,S12,"San Francisco, CA, USA",12,Acquired,Exited
ZeroMailer,B2B Software and Services -> Productivity,S12,,12,Acquired,Exited
Boosted,Consumer -> Consumer Electronics,S12,"Mountain View, CA, USA",12,Acquired,Exited
Knowmia,Education,S12,Remote,12,Acquired,Exited
Pixate,B2B Software and Services -> Infrastructure,S12,"Palo Alto, CA, USA",12,Acquired,Exited
Light Table/Eve,"B2B Software and Services -> Engineering, Product and Design",S12,"San Francisco, CA, USA",12,Inactive,Inactive
Thread,Consumer -> Home and Personal,S12,"England, United Kingdom",12,Inactive,Inactive
GetGoing,"Consumer -> Travel, Leisure and Tourism",S12,"Redwood City, CA, USA",12,Inactive,Inactive
Scoutzie,"B2B Software and Services -> Engineering, Product and Design",S12,"Palo Alto, CA, USA",12,Inactive,Inactive
Assorted Bits,B2B Software and Services -> Productivity,S12,,12,Inactive,Inactive
Viacycle,Consumer -> Transportation Services,S12,"Atlanta, GA, USA",12,Inactive,Inactive
Parallel Universe,B2B Software and Services -> Infrastructure,S12,,12,Inactive,Inactive
Celery,B2B Software and Services -> Retail,S12,"San Francisco, CA, USA",12,Inactive,Inactive
Everyday.me,Consumer -> Social,S12,,12,Inactive,Inactive
MicroEval,B2B Software and Services -> Human Resources,S12,"Hamlin, NY, USA",12,Inactive,Inactive
Credictive,"B2B Software and Services -> Engineering, Product and Design",S12,,12,Inactive,Inactive
RegistryLove,Consumer -> Home and Personal,S12,"Cupertino, CA, USA",12,Inactive,Inactive
GoScale,B2B Software and Services -> Infrastructure,S12,"London, England, United Kingdom",12,Inactive,Inactive
Tastemaker,Consumer -> Home and Personal,S12,Remote,12,Inactive,Inactive
Coco Controller,Consumer -> Consumer Electronics,S12,,12,Inactive,Inactive
Partnered,B2B Software and Services -> Sales,S12,"San Francisco, CA, USA",12,Inactive,Inactive
Profig,B2B Software and Services -> Operations,S12,"Mountain View, CA, USA",12,Inactive,Inactive
Keychain Logistics,B2B Software and Services -> Supply Chain and Logistics,S12,"San Francisco, CA, USA",12,Inactive,Inactive
ReelSurfer,Consumer -> Social,S12,"Menlo Park, CA, USA",12,Inactive,Inactive
Dreamforge,"B2B Software and Services -> Engineering, Product and Design",S12,"San Francisco, CA, USA",12,Inactive,Inactive
Collections,Consumer -> Home and Personal,S12,"Mountain View, CA, USA",12,Inactive,Inactive
FileStack,B2B Software and Services -> Productivity,S12,"San Antonio, TX, USA",12,Inactive,Inactive
Hipset,Consumer -> Content,S12,,12,Inactive,Inactive
Kippt,B2B Software and Services -> Productivity,S12,"San Francisco, CA, USA",12,Inactive,Inactive
Hiptype,B2B Software and Services -> Analytics,S12,"San Francisco, CA, USA",12,Inactive,Inactive
Markupwand,"B2B Software and Services -> Engineering, Product and Design",S12,"Bengaluru, KA, India",12,Inactive,Inactive
Sparkboard,B2B Software and Services -> Productivity,S12,,12,Inactive,Inactive
Crohnology (by Healthy Labs),Healthcare -> Consumer Health and Wellness,S12,Remote,12,Inactive,Inactive
Grid,Consumer,S12,Remote,12,Inactive,Inactive
DataNitro,"B2B Software and Services -> Engineering, Product and Design",S12,"New York, NY, USA",12,Inactive,Inactive
Airshared,Consumer -> Home and Personal,S12,,12,Inactive,Inactive
Framebase,Consumer -> Content,S12,"San Francisco, CA, USA",12,Inactive,Inactive
Testmunk,"B2B Software and Services -> Engineering, Product and Design",S12,"CA, USA",12,Inactive,Inactive
