name,industry,subindustry,industries/0,industries/1,tags/0,tags/1,highlight_black,highlight_latinx,highlight_women,batch_season,batch_year,first_loc,region,top_acq_pub
Waterplan,B2B Software and Services,B2B Software and Services,B2B Software and Services,,ClimateTech,Machine Learning,FALSE,TRUE,FALSE,S,21,Remote,United States of America,0
Buoyant Aero,Industrials,Industrials -> Drones,Industrials,Drones,Autonomous Delivery,Robotics,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Argus,Financial Technology,Financial Technology,Financial Technology,,Fintech,B2B,FALSE,FALSE,FALSE,S,21,"New York, NY, USA",United States of America,0
Bedrock AI,B2B Software and Services,B2B Software and Services -> Finance and Accounting,B2B Software and Services,Finance and Accounting,Fintech,SaaS,FALSE,FALSE,TRUE,S,21,Remote,Canada,0
Greenwork,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Construction,B2B,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Nomod,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,Payments,FALSE,FALSE,FALSE,S,21,Remote,United Kingdom,0
Genuity,B2B Software and Services,B2B Software and Services,B2B Software and Services,,SaaS,Enterprise Software,FALSE,FALSE,FALSE,S,21,"Chicago, IL, USA",United States of America,0
Genomelink,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Genomics,Consumer Health Services,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Telmai,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Analytics,,FALSE,FALSE,TRUE,S,21,Remote,United States of America,0
Infina,Financial Technology,Financial Technology,Financial Technology,,Fintech,Investing,FALSE,FALSE,FALSE,S,21,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Vietnam,0
Lumify,Healthcare,Healthcare,Healthcare,,Community,Marketplace,FALSE,TRUE,TRUE,S,21,Remote,United States of America,0
Pillar,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,Healthcare,Digital Health,FALSE,FALSE,TRUE,S,21,Remote,United States of America,0
Tenyks,B2B Software and Services,B2B Software and Services,B2B Software and Services,,AIOps,Computer Vision,FALSE,FALSE,FALSE,S,21,Remote,United Kingdom,0
Chari,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Fintech,Grocery,FALSE,FALSE,TRUE,S,21,"Casablanca, Casablanca-Settat, Morocco",Morocco,0
Noloco,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,No-code,FALSE,FALSE,FALSE,S,21,Remote,Ireland,0
Litnerd,Education,Education,Education,,Education,Live,FALSE,FALSE,TRUE,S,21,Remote,United States of America,0
Dots ðŸ’¸,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,Payments,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Revery AI,Consumer,Consumer -> Social,Consumer,Social,Social,Creator Economy,FALSE,FALSE,FALSE,S,21,"Emeryville, CA, USA",United States of America,0
Diode,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Hardware,IoT,FALSE,TRUE,FALSE,S,21,Remote,United States of America,0
Mach9 Robotics,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Robotics,Machine Learning,FALSE,FALSE,FALSE,S,21,"Pittsburgh, PA, USA",United States of America,0
Examedi,Healthcare,Healthcare,Healthcare,,Consumer Health Services,Marketplace,FALSE,TRUE,FALSE,S,21,"Santiago, Santiago Metropolitan Region, Chile",Chile,0
Ancana,Consumer,"Consumer -> Travel, Leisure and Tourism",Consumer,"Travel, Leisure and Tourism",Proptech,Marketplace,FALSE,TRUE,FALSE,S,21,Remote,Mexico,0
Onfolk,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,B2B,SaaS,FALSE,FALSE,FALSE,S,21,Remote,United Kingdom,0
CostCertified,Real Estate and Construction,Real Estate and Construction -> Construction,Real Estate and Construction,Construction,Fintech,Marketplace,FALSE,FALSE,FALSE,S,21,"Calgary, AB, Canada",Canada,0
Floatpays Inc,Financial Technology,Financial Technology,Financial Technology,,SaaS,Fintech,FALSE,FALSE,FALSE,S,21,Remote,South Africa,0
HitPay,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Payments,SMB,FALSE,FALSE,FALSE,S,21,"Singapore, Singapore",Singapore,0
Coast,B2B Software and Services,B2B Software and Services -> Sales,B2B Software and Services,Sales,API,Sales,FALSE,FALSE,FALSE,S,21,"Evanston, IL, USA",United States of America,0
TransAstra Corporation,Industrials,Industrials -> Aviation and Space,Industrials,Aviation and Space,Space Exploration,,FALSE,FALSE,FALSE,S,21,"Los Angeles, CA, USA",United States of America,0
Float,Financial Technology,Financial Technology,Financial Technology,,Fintech,B2B,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
The Breakaway,Consumer,Consumer,Consumer,,Fitness,Health & Wellness,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Matrubials,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,AI-powered Drug Discovery,Women's ealth,FALSE,FALSE,TRUE,S,21,"Davis, CA, USA",United States of America,0
Writesonic,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Generative AI,B2B,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Akute Health,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,B2B,SaaS,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
outloud.ai,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,SaaS,B2B,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Sirka,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Consumer Health Services,,FALSE,FALSE,FALSE,S,21,Remote,Indonesia,0
Mentum,Financial Technology,Financial Technology -> Asset Management,Financial Technology,Asset Management,SaaS,,FALSE,TRUE,FALSE,S,21,Remote,United States of America,0
Meticulous,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,SaaS,FALSE,FALSE,FALSE,S,21,"London, England, United Kingdom",United Kingdom,0
Warrant,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Developer Tools,B2B,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Spark Studio,Education,Education,Education,,AI-Enhanced Learning,eLearning,FALSE,FALSE,TRUE,S,21,"Bengaluru, KA, India",India,0
Adaptyv Biosystems,Healthcare,Healthcare -> Drug Discovery and Delivery,Healthcare,Drug Discovery and Delivery,AI-powered Drug Discovery,,FALSE,FALSE,FALSE,S,21,"Lausanne, VD, Switzerland",Switzerland,0
Endla,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Energy,Big Data,FALSE,FALSE,FALSE,S,21,Remote,Australia,0
Levo,Financial Technology,Financial Technology -> Asset Management,Financial Technology,Asset Management,B2B,Investing,FALSE,TRUE,FALSE,S,21,Remote,Mexico,0
Marble,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Proptech,,FALSE,FALSE,FALSE,S,21,"Seattle, WA, USA",United States of America,0
HeyCharge,Industrials,Industrials -> Energy,Industrials,Energy,Climate,,FALSE,FALSE,FALSE,S,21,"Munich, BY, Germany",Germany,0
Heimdal,Industrials,Industrials -> Climate,Industrials,Climate,Climate,Carbon Capture and Removal,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Cumbuca,Financial Technology,Financial Technology,Financial Technology,,Community,Fintech,FALSE,TRUE,FALSE,S,21,"SÃ£o Paulo, SP, Brazil",Brazil,0
Evidently AI,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Machine Learning,Developer Tools,TRUE,FALSE,TRUE,S,21,Remote,United States of America,0
Whaly,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Data Engineering,,FALSE,FALSE,FALSE,S,21,"Paris, ÃŽle-de-France, France",France,0
Payhippo,Financial Technology,Financial Technology -> Credit and Lending,Financial Technology,Credit and Lending,Fintech,,TRUE,FALSE,TRUE,S,21,Remote,Nigeria,0
PortÃ£o 3,B2B Software and Services,B2B Software and Services -> Finance and Accounting,B2B Software and Services,Finance and Accounting,Fintech,Travel,FALSE,TRUE,TRUE,S,21,"UberlÃ¢ndia, MG, Brazil",Brazil,0
Zensors,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Artifical Intelligence,Computer Vision,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Flowly,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Health Tech,,FALSE,FALSE,TRUE,S,21,"Los Angeles, CA, USA",United States of America,0
Harmonic Discovery,Healthcare,Healthcare -> Drug Discovery and Delivery,Healthcare,Drug Discovery and Delivery,Biotech,AI-powered Drug Discovery,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Makani Science,Healthcare,Healthcare -> Medical Devices,Healthcare,Medical Devices,Health Tech,Medical Devices,FALSE,FALSE,TRUE,S,21,"Irvine, CA, USA",United States of America,0
Fizz,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,TRUE,FALSE,FALSE,S,21,Remote,Remote,0
lapzo,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,Education,SaaS,FALSE,TRUE,FALSE,S,21,"Monterrey, N.L., Mexico",Mexico,0
Astek Diagnostics,Healthcare,Healthcare -> Diagnostics,Healthcare,Diagnostics,Microfluidics,Medical Devices,FALSE,FALSE,FALSE,S,21,"Baltimore, MD, USA",United States of America,0
Freterium,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Logistics,Supply Chain,FALSE,FALSE,FALSE,S,21,"Casablanca, Casablanca-Settat, Morocco",Morocco,0
Digistain,Healthcare,Healthcare -> Diagnostics,Healthcare,Diagnostics,Medical Devices,,TRUE,FALSE,FALSE,S,21,"London, England, United Kingdom",United Kingdom,0
Protex AI,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,B2B,Machine Learning,FALSE,FALSE,FALSE,S,21,"Limerick, County Limerick, Ireland",Ireland,0
Inflow,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,Mental Health Tech,Consumer Health Services,FALSE,FALSE,FALSE,S,21,"New York, NY, USA",United States of America,0
Vinco,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,Education,SaaS,FALSE,TRUE,TRUE,S,21,"Monterrey, N.L., Mexico",Mexico,0
Aleph,B2B Software and Services,B2B Software and Services -> Finance and Accounting,B2B Software and Services,Finance and Accounting,Finance,,FALSE,TRUE,FALSE,S,21,Remote,United States of America,0
KaiPod Learning,Education,Education,Education,,Education,Consumer,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Kodda,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Consumer Health Services,Digital Health,FALSE,TRUE,FALSE,S,21,"Monterrey, N.L., Mexico",Mexico,0
Aleph Solutions,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,E-commerce,Marketplace,FALSE,TRUE,FALSE,S,21,Remote,Argentina,0
Zoios,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,Mental Health Tech,SaaS,FALSE,FALSE,FALSE,S,21,"Copenhagen, Denmark",Denmark,0
Kurios,Education,Education,Education,,eLearning,Latin America,FALSE,TRUE,FALSE,S,21,"Lima, Callao Region, Peru",Peru,0
Encuadrado,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,SaaS,Marketplace,FALSE,TRUE,FALSE,S,21,Remote,Chile,0
Clarity,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Crypto / Web3,SaaS,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Dots,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Community,SaaS,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Shimmer,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Mental Health Tech,Community,FALSE,FALSE,TRUE,S,21,"San Francisco, CA, USA",United States of America,0
OneSchema,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,Data Engineering,FALSE,FALSE,TRUE,S,21,"San Francisco, CA, USA",United States of America,0
Arengu,B2B Software and Services,B2B Software and Services,B2B Software and Services,,SaaS,B2B,FALSE,FALSE,FALSE,S,21,Remote,Spain,0
Invezo,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,API,Analytics,FALSE,FALSE,FALSE,S,21,"Denver, CO, USA",United States of America,0
Genei,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Generative AI,Artifical Intelligence,FALSE,FALSE,FALSE,S,21,"London, England, United Kingdom",United Kingdom,0
Sled,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Data Engineering,SaaS,FALSE,FALSE,FALSE,S,21,Remote,Germany,0
ShipBlu,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Delivery,Artifical Intelligence,FALSE,FALSE,FALSE,S,21,"Cairo, Cairo Governorate, Egypt",Egypt,0
Whalesync,B2B Software and Services,B2B Software and Services -> Operations,B2B Software and Services,Operations,B2B,SaaS,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Malloc,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,Machine Learning,Security,FALSE,FALSE,TRUE,S,21,Remote,Cyprus,0
Sequin,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Femtech,Consumer Finance,FALSE,FALSE,TRUE,S,21,"San Francisco, CA, USA",United States of America,0
Formance,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Payments,Open Source,FALSE,FALSE,FALSE,S,21,"Paris, ÃŽle-de-France, France",France,0
Mergent,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Coinrule,Financial Technology,Financial Technology,Financial Technology,,Crypto / Web3,Fintech,FALSE,FALSE,FALSE,S,21,Remote,United Kingdom,0
Infiuss Health,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Marketplace,B2B,TRUE,FALSE,TRUE,S,21,"Lagos, LA, Nigeria",Nigeria,0
Lemonade Finance,Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Fintech,,TRUE,FALSE,FALSE,S,21,Remote,United Kingdom,0
Momo Medical,Healthcare,Healthcare,Healthcare,,B2B,SaaS,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Comet Health,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Telemedicine,Consumer Health Services,FALSE,TRUE,TRUE,S,21,Remote,United States of America,0
Mable,Healthcare,Healthcare -> Medical Devices,Healthcare,Medical Devices,Health Tech,Telehealth,FALSE,FALSE,TRUE,S,21,Remote,United States of America,0
Yemaachi Biotechnology,Healthcare,Healthcare -> Diagnostics,Healthcare,Diagnostics,Biotech,Diagnostics,TRUE,FALSE,FALSE,S,21,"Accra, Greater Accra Region, Ghana",Ghana,0
Scispot,B2B Software and Services,B2B Software and Services,B2B Software and Services,,SaaS,B2B,FALSE,FALSE,FALSE,S,21,Remote,Canada,0
LootRush,Consumer,Consumer -> Gaming,Consumer,Gaming,Crypto / Web3,Cloud Gaming,FALSE,TRUE,FALSE,S,21,Remote,United States of America,0
Cartpanda,B2B Software and Services,B2B Software and Services -> Sales,B2B Software and Services,Sales,E-commerce,SaaS,FALSE,FALSE,FALSE,S,21,Remote,Brazil,0
Intellect,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Mental Health Tech,Consumer Health Services,FALSE,FALSE,FALSE,S,21,"Singapore, Singapore",Singapore,0
Hypercontext,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Productivity,,FALSE,FALSE,FALSE,S,21,Remote,Canada,0
Arrow,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,E-commerce,Fintech,FALSE,FALSE,FALSE,S,21,"Singapore, Singapore",Singapore,0
Cloudthread,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,B2B,Developer Tools,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
MazumaGo,Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Fintech,Construction,FALSE,FALSE,FALSE,S,21,Remote,Canada,0
MindFi,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,Mental Health Tech,B2B,FALSE,FALSE,TRUE,S,21,"Singapore, Singapore",Singapore,0
Monto,B2B Software and Services,B2B Software and Services,B2B Software and Services,,E-commerce,B2B,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Argonaut,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Developer Tools,DevSecOps,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Apollo,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
mello,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Mental Health Tech,,FALSE,FALSE,TRUE,S,21,Remote,United States of America,0
Matidor.com,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,SaaS,B2B,FALSE,FALSE,FALSE,S,21,Remote,Canada,0
inai,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,SaaS,Fintech,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Journalize,B2B Software and Services,B2B Software and Services -> Finance and Accounting,B2B Software and Services,Finance and Accounting,FinOps,Fintech,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Cero,B2B Software and Services,B2B Software and Services,B2B Software and Services,,NLP,Machine Learning,FALSE,TRUE,FALSE,S,21,Remote,Chile,0
OneStopKitchen,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Ghost Kitchens,E-commerce,FALSE,FALSE,FALSE,S,21,"Sunnyvale, CA, USA",United States of America,0
fluke,Consumer,Consumer,Consumer,,Telecommunications,,TRUE,TRUE,FALSE,S,21,"SÃ£o Carlos, SP, Brazil",Brazil,0
DigiBuild,Real Estate and Construction,Real Estate and Construction -> Construction,Real Estate and Construction,Construction,Supply Chain,Crypto / Web3,FALSE,TRUE,TRUE,S,21,Remote,United States of America,0
SigmaOS,Consumer,Consumer,Consumer,,SaaS,Collaboration,FALSE,FALSE,FALSE,S,21,"London, England, United Kingdom",United Kingdom,0
Palenca,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,API,Payroll,FALSE,TRUE,FALSE,S,21,"Mexico City, CDMX, Mexico",Mexico,0
Cloudanix,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,Identity,DevSecOps,FALSE,FALSE,FALSE,S,21,"Sunnyvale, CA, USA",United States of America,0
TrackChain,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Logistics,Digital Freight Brokerage,FALSE,TRUE,FALSE,S,21,Remote,Mexico,0
Enso,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,SaaS,Developer Tools,FALSE,FALSE,TRUE,S,21,Remote,Poland,0
Monet,Financial Technology,Financial Technology,Financial Technology,,Fintech,,FALSE,TRUE,FALSE,S,21,Remote,United States of America,0
testRigor,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",SaaS,Developer Tools,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Ivella,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,Banking as a Service,FALSE,FALSE,FALSE,S,21,"Santa Monica, CA, USA",United States of America,0
Glitzi,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Marketplace,Beauty,FALSE,TRUE,TRUE,S,21,"Mexico City, CDMX, Mexico",Mexico,0
Planet A Foods (ex QOA),Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Climate,ClimateTech,FALSE,FALSE,TRUE,S,21,"Munich, BY, Germany",Germany,0
Warpfy,Consumer,Consumer,Consumer,,E-commerce,Marketplace,FALSE,FALSE,FALSE,S,21,Remote,Singapore,0
Enerjazz,Industrials,Industrials -> Climate,Industrials,Climate,Climate,,FALSE,FALSE,FALSE,S,21,"Delhi, DL, India",India,0
Covie,Financial Technology,Financial Technology -> Insurance,Financial Technology,Insurance,Insurance,Fintech,FALSE,FALSE,FALSE,S,21,"Austin, TX, USA",United States of America,0
Muse,Consumer,Consumer -> Virtual and Augmented Reality,Consumer,Virtual and Augmented Reality,SaaS,E-commerce,FALSE,FALSE,FALSE,S,21,"Los Angeles, CA, USA",United States of America,0
Perfekto,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Sustainability,Climate,FALSE,TRUE,TRUE,S,21,"Mexico City, CDMX, Mexico",Mexico,0
Okani,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Consumer Health Services,Primary Care,FALSE,TRUE,FALSE,S,21,Remote,Mexico,0
Pluggy,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Fintech,API,FALSE,TRUE,FALSE,S,21,Remote,Brazil,0
Govly,Government,Government,Government,,GovTech,SaaS,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Pideaky,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,,FALSE,TRUE,FALSE,S,21,"Monterrey, N.L., Mexico",Mexico,0
Breadcrumbs.io,B2B Software and Services,B2B Software and Services -> Sales,B2B Software and Services,Sales,No-code,Analytics,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Monto,Financial Technology,Financial Technology,Financial Technology,,B2B,Fintech,FALSE,TRUE,TRUE,S,21,Remote,Mexico,0
Bree,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,FALSE,FALSE,FALSE,S,21,"Vancouver, BC, Canada",Canada,0
Repool,Financial Technology,Financial Technology -> Asset Management,Financial Technology,Asset Management,Fintech,SaaS,TRUE,FALSE,FALSE,S,21,"New York, NY, USA",United States of America,0
Laudable,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,SaaS,Video,FALSE,FALSE,TRUE,S,21,Remote,United States of America,0
Sproutfi,Financial Technology,Financial Technology,Financial Technology,,Fintech,,FALSE,TRUE,FALSE,S,21,"SÃ£o Paulo, SP, Brazil",Brazil,0
SenpAI.GG,Consumer,Consumer -> Gaming,Consumer,Gaming,Artifical Intelligence,Assistive Tech,FALSE,FALSE,FALSE,S,21,"Boston, MA, USA",United States of America,0
Onebrief,B2B Software and Services,B2B Software and Services,B2B Software and Services,,GovTech,SaaS,FALSE,TRUE,FALSE,S,21,Remote,United States of America,0
Iona Mind,Healthcare,Healthcare,Healthcare,,Mental Health Tech,Consumer Health Services,FALSE,FALSE,FALSE,S,21,"London, England, United Kingdom",United Kingdom,0
Keyri,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,B2B,Security,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Metlo,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,Open Source,Security,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
Jovian,Education,Education,Education,,Education,Developer Tools,FALSE,FALSE,FALSE,S,21,Remote,India,0
Playhouse,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Marketplace,Proptech,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Dreamerly,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,SaaS,FALSE,FALSE,FALSE,S,21,Remote,Singapore,0
Rinse,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Digital Health,Primary Care,FALSE,FALSE,FALSE,S,21,"San Francisco, CA, USA",United States of America,0
SalaryBox,Financial Technology,Financial Technology,Financial Technology,,B2B,Fintech,FALSE,FALSE,FALSE,S,21,"Gurugram, HR, India",India,0
Hilos,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Messaging,B2B,FALSE,TRUE,FALSE,S,21,Remote,Mexico,0
Aqua,Financial Technology,Financial Technology,Financial Technology,,Fintech,Marketplace,FALSE,FALSE,FALSE,S,21,"New York, NY, USA",United States of America,0
Kaya,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Analytics,B2B,FALSE,FALSE,FALSE,S,21,Remote,United Kingdom,0
Secoda,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Data Engineering,Analytics,FALSE,FALSE,FALSE,S,21,"Toronto, ON, Canada",Canada,0
Locale,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Delivery,Marketplace,FALSE,FALSE,FALSE,S,21,"San Jose, CA, USA",United States of America,0
Pirouette Medical,Healthcare,Healthcare -> Drug Discovery and Delivery,Healthcare,Drug Discovery and Delivery,Health Tech,Medical Devices,FALSE,FALSE,FALSE,S,21,"Boston, MA, USA",United States of America,0
Micro Meat,Industrials,Industrials -> Agriculture,Industrials,Agriculture,Cultured Meat,Biotech,FALSE,FALSE,TRUE,S,21,"Monterrey, N.L., Mexico",Mexico,0
Kodex,B2B Software and Services,B2B Software and Services -> Legal,B2B Software and Services,Legal,Regtech,LegalTech,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Verihubs,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",B2B,Artifical Intelligence,FALSE,FALSE,FALSE,S,21,"Jakarta, Jakarta, Indonesia",Indonesia,0
HyperTrader,Financial Technology,Financial Technology,Financial Technology,,Investing,SaaS,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
Maroo,B2B Software and Services,B2B Software and Services -> Finance and Accounting,B2B Software and Services,Finance and Accounting,Fintech,B2B,FALSE,FALSE,TRUE,S,21,Remote,United States of America,0
Awesomic,B2B Software and Services,B2B Software and Services,B2B Software and Services,,B2B,,FALSE,FALSE,TRUE,S,21,"San Francisco, CA, USA",United States of America,0
Fitia,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Food & Beverage,Health & Wellness,FALSE,TRUE,FALSE,S,21,Remote,Peru,0
trii,Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Fintech,,FALSE,TRUE,FALSE,S,21,"Miami, FL, USA",United States of America,0
Kindamagical,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Design Tools,,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
SafeBeat,Healthcare,Healthcare -> Diagnostics,Healthcare,Diagnostics,AI-Enhanced Learning,Hardware,FALSE,FALSE,TRUE,S,21,"San Francisco, CA, USA",United States of America,0
Brite,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,HR Tech,SaaS,FALSE,FALSE,FALSE,S,21,Remote,United States of America,0
